Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,Georgia Power Headquarters - Tesla Destination,4404 N Shallowford Rd,,Atlanta,GA,30338,,877-798-3752,E,,Private,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.92185,-84.306368,7/1/2024,168792,2025-02-12 00:16:32 UTC,P,,,11/3/2020,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Georgia Power Main Office - Tesla Destination,241 Ralph McGill Blvd,,Atlanta,GA,30308,,877-798-3752,E,,Private,,,,,,,10,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.763512,-84.380364,7/1/2024,168793,2025-02-12 00:16:32 UTC,P,,,11/3/2020,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Hampton Inn & Suites Snellville Atlanta NE - Tesla Destination,1905 Pharrs Rd,,Snellville,GA,30078,,877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,33.879837,-84.008176,7/1/2024,168820,2025-02-12 00:16:32 UTC,P,,,6/25/2019,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Holiday Inn Conference Center - Tesla Destination,1805 West Hill Avenue,,Valdosta,GA,31601,,877-798-3752,E,,Public,,,,,,,6,,,Non-Networked,,200-8,30.819321,-83.310489,7/1/2024,168845,2025-02-12 00:16:32 UTC,P,,,4/30/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Holiday Inn Express & Suites Cordele North - Tesla Destination,1102 Arc Way Dr,,Cordele,GA,31015,,877-798-3752,E,,Public,,,,,,,7,,,Non-Networked,,200-9,31.958024,-83.749799,7/1/2024,168846,2025-02-12 00:16:32 UTC,P,,,5/25/2018,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,LeasePlan - Tesla Destination,1165 Sanctuary Pkwy,,Alpharetta,GA,30009,,877-798-3752,E,,Private,,,,,,,20,,,Non-Networked,,200-9,34.045361,-84.3119,7/1/2024,168924,2025-02-12 00:16:32 UTC,P,,,11/3/2020,,,,,J1772 TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Sea Palms Resort & Conference Center - Tesla Destination,515 N Windward Dr,,St. Simons Island,GA,31522,,877-798-3752,E,,Public,,,,,,,12,,,Non-Networked,,200-9,31.199229,-81.367046,7/1/2024,169094,2025-06-09 19:21:51 UTC,P,,,11/3/2020,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Stonehurst Place - Atlanta - Tesla Destination,923 Piedmont Ave NE,,Atlanta,GA,30309,,877-798-3752,E,,Public,,,,,,,2,,,Non-Networked,,200-9,33.779853,-84.380573,7/1/2024,169140,2025-02-12 00:16:32 UTC,P,,,11/28/2016,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Swirl Films Studios - Tesla Destination,110 Thompson Rd,,Hiram,GA,30141,,877-798-3752,E,,Private,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.889398,-84.778749,7/1/2024,169152,2025-02-12 00:16:32 UTC,P,,,11/3/2020,,,,,TESLA,US,,,,Privé,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,Tower Place 100 - Tesla Destination,3340 Peachtree Rd Ste 2140,,Atlanta,GA,30326,,877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,33.84932,-84.363208,7/1/2024,169214,2025-02-12 00:16:32 UTC,P,,,11/13/2018,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,
ELEC,"Target T1390 (Tucker, GA)",4241 Lavista Rd,,Tucker,GA,30084,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.84567,-84.24504,3/2/2026,169294,2026-03-02 04:39:19 UTC,,,,11/18/2020,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 1006 (Cordele , GA)",1215 E 16th Ave,,Cordele,GA,31015,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,31.96344,-83.76263,3/2/2026,169462,2026-03-02 04:41:50 UTC,,,,11/25/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
E85,RaceTrac,7039 Mableton Pkwy SE,,Mableton,GA,30126,,770-944-1255,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,33.781578,-84.53716,9/12/2025,169719,2026-02-02 23:16:24 UTC,P,,,11/25/2020,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,LD,,
E85,RaceTrac,7812 Adairsville Hwy,,Adairsville,GA,30103,,770-773-7991,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,34.376669,-84.917061,9/12/2025,169734,2026-02-02 23:16:24 UTC,P,,,11/25/2020,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,,
E85,RaceTrac,1328 E Main St,,Cartersville,GA,30121,,678-721-6279,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,34.173601,-84.763377,9/12/2025,169735,2026-02-02 23:16:24 UTC,P,,,11/25/2020,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,,
E85,RaceTrac,5780 Peachtree Pkwy,,Norcross,GA,30092,,770-449-4343,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,33.961528,-84.226581,9/12/2025,169736,2026-02-02 23:16:24 UTC,P,,,11/25/2020,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,
E85,RaceTrac #2564,1321 Oconee St,,Athens,GA,30605,,706-613-5876,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,200-8,33.94788,-83.35749,9/12/2025,169737,2026-02-02 23:16:24 UTC,P,,,11/25/2020,,,,TRUE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,E15,,,,,,,,,,,FALSE,,,,,,,,MD,,
E85,RaceTrac,168 Kings Bay Rd,,Kingsland,GA,31548,,912-729-6630,E,,Public,24 hours daily,A Cash D M V,,,,,,,,,,GPS,30.77931062232482,-81.62225077,9/12/2025,169821,2026-02-02 23:16:24 UTC,P,,,8/5/2022,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,,
E85,RaceTrac,2901 Newnan Crossing Blvd E,,Newnan,GA,30265,,770-252-9745,E,,Public,24 hours daily,A Cash CREDIT D Debit M V,,,,,,,,,,200-6,33.359754,-84.752705,9/12/2025,169822,2026-02-02 23:16:24 UTC,P,,,11/25/2020,,,,FALSE,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,FALSE,,,,,,,,MD,,
ELEC,GEORGIA POWER COLUMBUS DC2,3103 Gentian Blvd,,Columbus,GA,31907,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.506032,-84.94138,3/2/2026,169954,2026-03-02 02:15:29 UTC,,,,12/6/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER UNION CITY DC2,6781 Londonderry Way,,Union City,GA,30291,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.570117,-84.5383,3/2/2026,169997,2026-03-02 02:20:27 UTC,,,,12/9/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Town Center Parking Deck - Tesla Supercharger,5220 Town Center Boulevard,,Peachtree Corners,GA,30092,,877-798-3752,E,,Public,24 hours daily. Please check Tesla's online station map to see if an adapter is required at this location.,,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,33.97887457,-84.21511655,7/1/2024,170077,2025-05-06 21:07:47 UTC,P,,,12/7/2020,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,,,,,,,,,LD,FALSE,
ELEC,GEORGIA POWER STATESBORO DC2,17874 GA-67,,Statesboro,GA,30458,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,32.406712,-81.761786,3/2/2026,170189,2026-03-02 02:20:52 UTC,,,,12/16/2020,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 907 (Forsyth, GA)",180 N Lee Street,,Forsyth,GA,31029,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.04105,-83.94197,3/2/2026,170327,2026-03-02 04:40:42 UTC,,,,12/18/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Walmart 3 (Commerce, GA)",30983 US Highway 441,,Commerce,GA,30529,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,34.24706,-83.45774,3/2/2026,170344,2026-03-02 04:40:44 UTC,,,,12/18/2020,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GWCC GWCC MB NGW 12,300 Andrew Young International Blvd NW,,Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.757171,-84.399827,3/2/2026,170446,2026-03-02 02:21:00 UTC,,,,12/22/2020,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER TRENTON DC1,255 Crabtree St,,Trenton,GA,30752,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,34.871316,-85.511045,3/2/2026,171278,2026-03-02 02:22:01 UTC,,,,1/14/2021,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,Peachtree Corners Town Center (Atlanta GA),5220 Town Center Blvd,,Peachtree Corners,GA,30092,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,33.97881,-84.2149,3/2/2026,171397,2026-03-02 04:39:20 UTC,,,,1/20/2021,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,"Bank of America GA7-634 (Woodstock, GA)",12170 Highway 92,,Woodstock,GA,30188,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com,GPS,34.08667,-84.4823,3/2/2026,171479,2026-03-02 04:39:04 UTC,,,,1/27/2021,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NORTHSIDE EV NORTHSIDE EV3,Parking Deck,3rd floor at south parking deck,Canton,GA,30114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.228589,-84.465117,3/2/2026,171716,2026-03-02 01:26:21 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NORTHSIDE EV NORTHSIDE EV1,Dr Parking,Medical personnel only,Canton,GA,30114,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.230116,-84.466187,3/2/2026,171717,2026-03-02 01:26:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,M3 FAST CHARGER,1715 N Brown Rd,,Lawrenceville,GA,30043,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,33.994891,-84.074553,3/2/2026,171737,2026-03-02 01:19:11 UTC,,,,1/27/2021,,,,,CHADEMO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HIGHWOODS 2400 GW1,2400 Century Center Dr,,Atlanta,GA,30345,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.846554,-84.306228,3/2/2026,171752,2026-03-02 01:16:06 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,OVERLOOK II SURFACE PARK 2,2839 Paces Ferry Rd SE,"When you pull in, do not pull into the lower parking deck. Stations are on far wall in the corner.",Atlanta,GA,30339,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.86698,-84.472271,3/2/2026,171759,2026-03-02 01:20:10 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER LIBERTY VILL L2,1075 Hwy 155 S,Liberty Village Plaza,McDonough,GA,30253,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.407251,-84.167596,3/2/2026,171775,2026-03-02 01:16:54 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER CAPTAIN D L2,1910 Eatonton Rd,In Captain D's parking lot,Madison,GA,30650,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.561054,-83.476605,3/2/2026,171776,2026-03-02 01:16:54 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,ALLIANCE CENTER TWO ALLIANCE #2,3560 Lenox Rd NE,The station is located on Level P5 Main Entrance,Atlanta,GA,30326,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.851483,-84.365766,3/2/2026,171782,2026-03-02 01:14:52 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,715PTREE STATION 1,715 Peachtree St NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.773983,-84.383552,3/2/2026,171854,2026-03-02 01:26:23 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,NORTHWINDS NORTHWINDS3-1,2500 Northwinds Pkwy,North side of the loading dock.  In front of the generators.,Alpharetta,GA,30009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.06067,-84.285852,3/2/2026,171931,2026-03-02 01:13:55 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,FAYETTE COUNTY STATION 1,140 Stonewall Ave W,In the Parking Lot off of Stonewall.,Fayetteville,GA,30214,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.44762,-84.455767,3/2/2026,171963,2026-03-02 01:18:48 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,754 MIDTOWN 2,759 West Peachtree St NW,The station is located in a parking garage,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.775737,-84.386907,3/2/2026,171977,2026-03-02 01:17:32 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA STATE G DECK EV1,52 Courtland St SE,,Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.751969,-84.387289,3/2/2026,171983,2026-03-02 01:19:40 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA STATE GSU-G DECK EV1,52 Courtland St SE,"Enter off Courtland St., Collins Street, and Central Ave. It is available only to GSU faculty, staff and visitors. The EV charging station is located at the C",Atlanta,GA,30303,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.752152,-84.387547,3/2/2026,171984,2026-03-02 01:08:56 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER ATHENS L2,1001 Prince Ave,,Athens,GA,30606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.961243,-83.39387,3/2/2026,172009,2026-03-02 01:16:57 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER WILLS RD L2,11675 Wills Rd,,Alpharetta,GA,30009,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,34.064521,-84.311732,3/2/2026,172010,2026-03-02 01:16:58 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER MINOLA L2,5215 Minola Dr,,Lithonia,GA,30038,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.700982,-84.176688,3/2/2026,172011,2026-03-02 01:16:59 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER EPICENTER L2,135 Riverside Pkwy,Epicenter parking lot along side main road,Austell,GA,30168,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.771317,-84.558442,3/2/2026,172016,2026-03-02 01:16:55 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER STAYBRIDGE L2,3420 Norman Berry Dr,Located near the front entrance,Hapeville,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.662897,-84.428088,3/2/2026,172018,2026-03-02 01:17:46 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,HIGHWOODS 2800 GW1,2800 Century Center Dr,Near loading dock,Atlanta,GA,30345,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.84864,-84.304877,3/2/2026,172146,2026-03-02 01:16:29 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES TOC CHARGER 01,1775 M H Jackson Service Rd,Ground level on west side of south parking deck,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.641652,-84.415299,3/2/2026,172213,2026-03-02 01:22:08 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES TOC CHARGER 03,1775 M H Jackson Service Rd,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.641605,-84.415283,3/2/2026,172214,2026-03-02 01:22:08 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES TOC CHARGER 02,1775 M H Jackson Service Rd,Ground level on west side of south parking deck,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.64169,-84.415267,3/2/2026,172215,2026-03-02 01:22:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES TOC CHARGER 04,1775 M H Jackson Service Rd,Ground level on west side of south parking deck,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.641533,-84.415275,3/2/2026,172216,2026-03-02 01:22:05 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,GEORGIA POWER GPC CORP HQ1 L2,241 Ralph McGill Blvd NE,,Atlanta,GA,30308,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.763953,-84.38002,3/2/2026,172223,2026-03-02 01:09:51 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 14,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.653845,-84.423648,3/2/2026,172236,2026-03-02 01:37:10 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 11,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.653822,-84.423798,3/2/2026,172237,2026-03-02 01:33:59 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 5,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.653822,-84.424038,3/2/2026,172239,2026-03-02 01:22:25 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 10,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.653831,-84.424175,3/2/2026,172240,2026-03-02 01:22:23 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 3,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.65382,-84.423958,3/2/2026,172241,2026-03-02 01:22:08 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 1,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.6538,-84.423757,3/2/2026,172242,2026-03-02 01:22:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 9,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.65384,-84.424202,3/2/2026,172243,2026-03-02 01:22:07 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
ELEC,DELTA AIR LINES GO CHARGER 4,Hartsfield Dr SW,,Atlanta,GA,30354,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,33.653824,-84.424014,3/2/2026,172244,2026-03-02 01:22:06 UTC,,,,1/27/2021,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,
